Depth,GR,RHOB,NPHI,DT,ILD,Facies
1000,82.48357076505616,2.517414312383341,0.38584427355095796,115.23651327900441,51.32800215430762,Shale
1001,79.30867849414408,2.514166179626783,0.430381074130468,116.68869244955518,49.40776790263581,Shale
1002,83.23844269050346,2.4531740077097255,0.3940543945809305,116.02330585985011,49.86682718179396,Sandstone
1003,87.61514928204012,2.528979211088187,0.4027170779415292,111.16625740542125,49.64923525772887,Shale
1004,78.82923312638331,2.425495866221169,0.42152171819913153,114.44133909391621,51.028107361192674,Limestone
1005,78.8293152152541,2.4672907837119835,0.3982310977945318,116.95833864725273,50.57226093224053,Shale
1006,87.89606407753696,2.4000456093551095,0.34546456425010424,116.2541209673138,53.8126398745065,Shale
1007,83.83717364576455,2.577931325848141,0.43121762513660644,112.65438873835832,49.23171300333627,Shale
1008,77.65262807032524,2.4884225253027354,0.43764786489745156,116.24771042279332,53.58570455513052,Sandstone
1009,82.71280021792982,2.6083442017408154,0.3450665172519867,117.74466775541332,46.37651234820323,Sandstone
1010,77.68291153593769,2.5401474963259747,0.3687012638301539,112.07110289136865,50.979046070499095,Shale
1011,77.67135123214871,2.522404910667551,0.4607163885245653,109.1192987841623,46.828788556555416,Shale
1012,81.20981135783018,2.47068861528595,0.4069610403551174,120.32219015922155,47.95221889589517,Shale
1013,70.43359877671101,2.447682498215629,0.400106538198111,115.94600474223323,48.05068088747079,Sandstone
1014,71.37541083743484,2.526148578694847,0.3872084977885129,113.62812451332641,47.895055570081794,Shale
1015,77.18856235379513,2.496424299536351,0.369078920474301,113.52533411511813,48.78385045381485,Shale
1016,74.93584439832789,2.433036484225735,0.39416747073080854,115.44037161257131,54.40100126235593,Sandstone
1017,81.57123666297637,2.424157079174584,0.42923268217497135,118.12305523156468,48.2438897850053,Limestone
1018,75.45987962239394,2.4520648135428207,0.39952966121857003,110.47063558938554,46.77240986065351,Shale
1019,72.93848149332354,2.5910483612633115,0.41830852257679146,113.79716632052877,50.98740784936404,Shale
1020,87.32824384460777,2.610663895900565,0.4529712144551969,119.96190225986372,50.484573173409274,Limestone
1021,78.87111849756732,2.5102494573654455,0.38258565458661425,117.4738568674603,54.432566086112374,Limestone
1022,80.33764102343962,2.5074471398120646,0.40908624701975327,117.21792316166427,49.918416265383534,Shale
1023,72.87625906893271,2.483183981408524,0.43013180682807034,116.22308953413668,45.42517393861198,Shale
1024,77.27808637737408,2.4532757325845247,0.3720128909960021,115.93144382959751,49.145156223162225,Shale
1025,80.55461294854933,2.568758952880362,0.4053415848419742,113.59547468853476,49.105399634338816,Sandstone
1026,74.24503211288848,2.5936788196948566,0.4561697357387908,113.32535044730793,47.534275093297246,Limestone
1027,81.87849009172837,2.455329045708036,0.3897924885862056,117.41839734268109,48.87478795401186,Limestone
1028,76.99680655040598,2.49585808107877,0.4320503961401137,113.38117730833817,49.70088844958877,Limestone
1029,78.54153125103362,2.477506684964492,0.39576589368370685,115.85149774538459,49.87834641177366,Limestone
1030,76.99146693885301,2.478988046256751,0.4539876105195097,115.45520647397518,47.23911507340883,Shale
1031,89.26139092254469,2.559295412771493,0.3506359633348869,121.5756627474526,51.21872334765432,Shale
1032,79.93251387631032,2.434401922731694,0.40194868573030856,114.51873311098993,53.27187718504119,Limestone
1033,74.71144535522049,2.523323484546815,0.35563435914562336,118.505389936756,50.56111829947565,Shale
1034,84.11272456051594,2.536411905365293,0.3789736955115732,117.12191531699175,52.21273571750085,Sandstone
1035,73.89578175014489,2.492892441319909,0.37879543644114416,114.648271337763,50.3626253577899,Shale
1036,81.04431797502377,2.5446533913493385,0.39199131078598437,111.26803799271832,47.90705523697582,Shale
1037,70.20164938060113,2.5073825920268726,0.36435125947914043,114.84110932567106,50.54182791739683,Limestone
1038,73.35906975550785,2.5608564960578057,0.39784781327321467,117.6977092802416,48.99488893037854,Shale
1039,80.98430617934562,2.423889734753707,0.41381399513443534,111.3255472593125,47.781103042828974,Limestone
1040,83.69233289997705,2.4825612369496564,0.354042906021353,117.5071285046059,49.84384175696409,Limestone
1041,80.85684140594985,2.496409342857448,0.38095202529911587,119.02866061126352,51.64073752116575,Shale
1042,79.4217585880588,2.3663896307764327,0.47622976398289074,115.2880212097357,49.31882834266188,Limestone
1043,78.49448152205356,2.445702363321073,0.4098771141659755,117.74109010427051,53.87991526739777,Limestone
1044,72.60739004816287,2.4593200372820605,0.34546776387454703,115.42076344877779,51.9018125286473,Limestone
1045,76.40077895802645,2.5474102997411676,0.35798602405720636,116.71414432277957,48.904302111259895,Sandstone
1046,77.69680614520107,2.46465783268427,0.4067771273611859,119.4807408572655,48.843565076257775,Limestone
1047,85.28561113109458,2.459096050634701,0.40301998115722715,110.33807214926632,54.28949026630646,Shale
1048,81.71809144784231,2.5408742890328098,0.3823767159489736,112.70434332158855,49.32745388205746,Sandstone
1049,71.18479922318633,2.4191044677104974,0.4657994487066393,118.75204431377006,50.72844014306608,Sandstone
1050,81.62041984697397,2.396437796627821,0.47856186462605965,119.30536177391167,50.843600070208836,Sandstone
1051,78.07458859791842,2.4819203849965326,0.3920684992045083,110.7762221878946,46.55222813478523,Limestone
1052,76.6153899984702,2.427614661596082,0.4261887059778022,119.68691079342214,46.57827796719673,Limestone
1053,83.05838144420434,2.4295160352670178,0.4276949851396301,107.2835817512798,51.712629184489764,Sandstone
1054,85.15499761247976,2.528671689584399,0.43167619418432734,116.87676855608524,47.90527423041999,Limestone
1055,84.65640059558099,2.543798691895629,0.3807974403467829,115.65638285600501,50.02373011136075,Limestone
1056,75.80391238388681,2.5394432107926064,0.4581834765166161,112.80066207332095,46.97989282793961,Shale
1057,78.45393812074393,2.5554388330153617,0.3979420841129677,112.98536162907777,49.34308220307158,Sandstone
1058,81.65631715701782,2.56205671600074,0.41265976243075336,113.09594887647226,50.427476145573,Sandstone
1059,84.8777256356118,2.3935704895586536,0.4000613053068493,114.38754273788895,45.879738896551956,Limestone
1060,77.60412881077355,2.5225205979964733,0.39580941483103727,120.95810612377488,50.108137082699706,Shale
1061,79.07170511668092,2.473519590021522,0.4083521337981358,117.46931091242163,50.2184808997822,Limestone
1062,74.46832512996986,2.462628787700478,0.3644234327861945,119.3032123902077,49.06293754979329,Sandstone
1063,74.01896687959665,2.528020731610435,0.34086540942479054,114.03376853534581,47.799115757160585,Shale
1064,84.06262911197099,2.4134852260052124,0.3935985857195882,115.69077677217149,49.24678930209992,Limestone
1065,86.78120014285412,2.412444569706384,0.3735871708923019,111.78521608864948,49.24963875773789,Limestone
1066,79.63994939209833,2.531678637204086,0.4164251103395992,114.16466583772389,53.84981290272828,Sandstone
1067,85.01766448946012,2.5243893008755447,0.41301370476134946,113.3425012688064,49.75833347175625,Limestone
1068,81.80818012523817,2.5068366327935756,0.4004044005909011,116.46591767250462,49.07132650259224,Shale
